league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
ESP-La Liga,2425,Getafe,Diego Rico,ESP,DF,31,1993,31.3,9,1,0,38,56,3,150,32,50,,,0
ESP-La Liga,2425,Getafe,Djené,TOG,"DF,MF",32,1991,28.3,10,1,0,40,26,1,32,21,13,,,0
ESP-La Liga,2425,Getafe,Domingos Duarte,POR,DF,29,1995,20.7,4,2,1,24,13,0,0,17,15,,,0
ESP-La Liga,2425,Getafe,Gorka Rivera Alonso,ESP,DF,19,2004,0.2,0,0,0,1,1,0,0,0,0,,,0
ESP-La Liga,2425,Getafe,Iglesias,ESP,"DF,MF",26,1998,32.1,4,0,0,45,41,1,84,46,49,,,0
ESP-La Liga,2425,Getafe,Ismael Bekhoucha,MAR,DF,19,2004,0.8,2,0,0,3,3,0,1,2,1,,,0
ESP-La Liga,2425,Getafe,John Joe,IRL,MF,20,2003,0.5,1,0,0,1,2,0,0,0,0,,,0
ESP-La Liga,2425,Getafe,Juan Bernat,ESP,MF,31,1993,7.8,0,0,0,11,6,1,12,2,12,,,0
ESP-La Liga,2425,Getafe,Juan Berrocal,ESP,DF,25,1999,11.8,8,1,1,17,1,0,0,15,6,,,0
ESP-La Liga,2425,Getafe,Juanmi,ESP,FW,31,1993,7.7,2,0,0,19,10,6,0,3,11,,,0
ESP-La Liga,2425,Getafe,Luis Milla,ESP,MF,29,1994,31.9,6,0,0,38,48,0,200,22,39,,,0
ESP-La Liga,2425,Getafe,Mauro Arambarri,URU,MF,28,1995,29.6,10,0,0,51,52,3,14,16,33,,,0
ESP-La Liga,2425,Getafe,Nabil Aberdin,FRA,MF,21,2002,2.9,1,0,0,7,5,0,0,1,5,,,0
ESP-La Liga,2425,Getafe,Omar Alderete,PAR,DF,27,1996,33.0,8,0,0,33,12,8,6,37,27,,,0
ESP-La Liga,2425,Getafe,Peter González,DOM,MF,22,2002,5.3,1,0,0,9,10,2,14,3,6,,,0
ESP-La Liga,2425,Getafe,Ramón Terrats,ESP,"MF,FW",23,2000,13.5,1,0,0,13,22,3,34,8,10,,,0
ESP-La Liga,2425,Getafe,Yellu Santiago,ESP,MF,20,2004,4.1,5,0,0,14,6,0,3,2,8,,,0
ESP-La Liga,2425,Getafe,Álvaro Rodríguez,URU,FW,20,2004,9.5,6,0,0,30,20,7,4,3,7,,,0
ESP-La Liga,2425,Girona,Abel Ruiz,ESP,FW,24,2000,15.0,3,0,0,7,12,5,4,4,2,,,0
ESP-La Liga,2425,Girona,Alejandro Francés,ESP,DF,21,2002,13.0,2,0,0,20,14,1,26,18,24,,,0
ESP-La Liga,2425,Girona,Arnau Martinez,ESP,"DF,MF",21,2003,29.2,3,0,0,20,37,2,58,31,30,,,0
ESP-La Liga,2425,Girona,Arnaut Danjuma,NED,"MF,FW",27,1997,14.8,2,0,0,17,16,14,76,3,6,,,0
ESP-La Liga,2425,Girona,Arthur Melo,BRA,MF,27,1996,10.5,2,0,0,16,27,0,6,10,12,,,0
ESP-La Liga,2425,Girona,Bojan Miovski,MKD,FW,25,1999,9.7,0,0,0,13,11,8,3,2,5,,,0
ESP-La Liga,2425,Girona,Bryan Gil,ESP,"MF,FW",23,2001,19.1,4,0,0,22,40,4,78,12,20,,,0
ESP-La Liga,2425,Girona,Cristhian Stuani,URU,FW,37,1986,12.0,4,0,0,35,7,11,2,8,7,,,0
ESP-La Liga,2425,Girona,Daley Blind,NED,DF,34,1990,30.9,2,0,0,19,16,1,42,33,28,,,0
ESP-La Liga,2425,Girona,David López,ESP,DF,34,1989,27.0,4,0,0,12,15,1,3,14,23,,,0
ESP-La Liga,2425,Girona,Donny van de Beek,NED,MF,27,1997,15.8,5,0,0,22,8,3,11,11,19,,,0
ESP-La Liga,2425,Girona,Ferrán Ruiz,ESP,DF,21,2003,0.2,0,0,0,0,0,0,0,1,0,,,0
ESP-La Liga,2425,Girona,Gabriel Osei Misehouy,NED,FW,19,2005,2.9,0,0,0,1,5,2,6,0,1,,,0
ESP-La Liga,2425,Girona,Iker Almena,ESP,MF,20,2004,0.5,0,0,0,0,1,0,4,0,0,,,0
ESP-La Liga,2425,Girona,Iván Martín,ESP,MF,25,1999,22.7,1,0,0,21,15,4,21,12,19,,,0
ESP-La Liga,2425,Girona,Jhon Solis,COL,MF,19,2004,5.9,3,0,0,9,6,0,3,5,6,,,0
ESP-La Liga,2425,Girona,Juanpe,ESP,DF,33,1991,8.1,2,0,0,4,2,0,1,8,5,,,0
ESP-La Liga,2425,Girona,Kim Minsu,KOR,FW,18,2006,0.2,0,0,0,0,1,0,0,0,0,,,0
ESP-La Liga,2425,Girona,Ladislav Krejčí,CZE,DF,25,1999,27.1,9,0,0,24,17,0,11,34,16,,,1
ESP-La Liga,2425,Girona,Miguel Gutiérrez,ESP,"DF,MF",23,2001,27.3,4,0,0,29,34,6,153,17,24,,,0
ESP-La Liga,2425,Girona,Oriol Romeu,ESP,MF,32,1991,15.1,5,0,0,28,18,0,7,14,24,,,0
ESP-La Liga,2425,Girona,Papa Ba,ESP,FW,19,2004,0.5,0,0,0,1,4,0,1,0,1,,,0
ESP-La Liga,2425,Girona,Pau López,ESP,GK,29,1994,0.5,0,0,0,0,1,0,0,0,0,,,0
ESP-La Liga,2425,Girona,Paulo Gazzaniga,ARG,GK,32,1992,35.5,4,0,0,1,3,0,0,0,1,,,0
ESP-La Liga,2425,Girona,Portu,ESP,"FW,MF",32,1992,8.7,4,0,0,14,10,7,26,0,8,,,0
ESP-La Liga,2425,Girona,Silvi Clúa,ESP,MF,19,2005,1.8,0,0,0,5,0,0,0,2,6,,,0
ESP-La Liga,2425,Girona,Viktor Tsyhankov,UKR,"MF,FW",26,1997,21.3,1,0,0,14,28,4,123,16,13,,,0
ESP-La Liga,2425,Girona,Vladyslav Krapyvtsov,UKR,GK,19,2005,2.0,0,0,0,0,0,0,0,0,0,,,0
ESP-La Liga,2425,Girona,Yangel Herrera,VEN,MF,26,1998,25.1,10,1,0,71,68,5,45,29,42,,,0
ESP-La Liga,2425,Girona,Yaser Asprilla,COL,"MF,FW",20,2003,15.6,2,0,0,12,23,1,93,7,12,,,0
ESP-La Liga,2425,Las Palmas,Aboubacar Bassinga,BFA,MF,19,2005,0.0,0,0,0,1,0,0,0,0,0,,,0
ESP-La Liga,2425,Las Palmas,Adnan Januzaj,BEL,"MF,FW",29,1995,6.6,5,0,0,5,22,0,64,2,6,,,0
ESP-La Liga,2425,Las Palmas,Alberto Moleiro,ESP,MF,20,2003,30.2,5,0,0,31,40,2,32,16,13,,,0
ESP-La Liga,2425,Las Palmas,Andy Pelmard,MAD,DF,24,2000,2.3,1,0,0,2,3,0,2,2,0,,,0
ESP-La Liga,2425,Las Palmas,Arturo Rodríguez,ESP,FW,17,2006,0.2,0,0,0,0,0,0,2,0,0,,,0
ESP-La Liga,2425,Las Palmas,Benito Ramírez,ESP,"MF,DF",29,1995,5.3,2,1,0,5,8,0,40,1,6,,,0
ESP-La Liga,2425,Las Palmas,Daley Sinkgraven,NED,DF,29,1995,1.0,0,0,0,2,2,0,4,1,1,,,0
ESP-La Liga,2425,Las Palmas,Dario Essugo,POR,MF,19,2005,21.5,11,2,2,37,30,0,1,42,44,,,0
ESP-La Liga,2425,Las Palmas,Diego Martín,ESP,FW,20,2003,0.4,0,0,0,0,1,0,4,0,1,,,0
ESP-La Liga,2425,Las Palmas,Dinko Horkaš,CRO,GK,25,1999,12.1,1,0,0,1,1,0,0,0,0,,,0
ESP-La Liga,2425,Las Palmas,Enzo Loiodice,FRA,MF,23,2000,7.6,3,0,0,10,6,1,11,10,7,,,0
ESP-La Liga,2425,Las Palmas,Fabio González,ESP,MF,27,1997,0.6,0,0,0,1,0,0,1,0,0,,,0
ESP-La Liga,2425,Las Palmas,Fábio Silva,POR,FW,22,2002,20.7,7,0,0,39,43,20,19,5,9,,,0
ESP-La Liga,2425,Las Palmas,Jaime Mata,ESP,"MF,FW",35,1988,7.3,9,0,0,20,14,12,9,3,2,,,0
ESP-La Liga,2425,Las Palmas,Jasper Cillessen,NED,GK,35,1989,25.9,1,0,0,0,5,0,0,0,0,,,0
ESP-La Liga,2425,Las Palmas,Javier Muñoz,ESP,"MF,DF",29,1995,28.8,5,0,0,30,26,2,51,28,34,,,0
ESP-La Liga,2425,Las Palmas,José Campaña,ESP,MF,31,1993,13.2,5,0,0,7,20,0,34,20,15,,,0
ESP-La Liga,2425,Las Palmas,José Carlos González,ESP,MF,18,2006,0.1,0,0,0,0,0,0,0,0,0,,,0
ESP-La Liga,2425,Las Palmas,Juanma Herzog,ESP,DF,20,2004,14.6,1,0,0,6,7,0,0,21,11,,,0
ESP-La Liga,2425,Las Palmas,Kirian Rodríguez,ESP,MF,28,1996,19.5,2,0,0,9,18,0,17,10,18,,,0
ESP-La Liga,2425,Las Palmas,Manuel Fuster,ESP,"MF,FW",26,1997,11.1,2,0,0,12,37,1,66,4,11,,,0
ESP-La Liga,2425,Las Palmas,Marc Cardona,ESP,FW,29,1995,1.5,2,0,0,2,3,0,1,0,2,,,0
ESP-La Liga,2425,Las Palmas,Marvin,ESP,"DF,MF",24,2000,11.5,4,0,0,20,17,0,52,14,14,,,0
ESP-La Liga,2425,Las Palmas,Mika Mármol,ESP,DF,23,2001,26.7,5,0,0,33,8,3,59,36,34,,,0
ESP-La Liga,2425,Las Palmas,Oliver McBurnie,SCO,FW,28,1996,20.4,3,0,0,32,19,9,2,6,8,,,0
ESP-La Liga,2425,Las Palmas,Pejiño,ESP,MF,28,1996,0.2,0,0,0,1,0,0,1,0,1,,,0
ESP-La Liga,2425,Las Palmas,Sandro Ramírez,ESP,"MF,FW",29,1995,22.6,6,0,0,26,43,5,122,18,17,,,0
ESP-La Liga,2425,Las Palmas,Scott McKenna,SCO,DF,27,1996,27.4,5,1,0,13,8,1,2,8,13,,,1
ESP-La Liga,2425,Las Palmas,Sergio Viera,ESP,MF,19,2005,1.1,1,0,0,1,1,0,0,1,1,,,0
ESP-La Liga,2425,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",19,2004,10.8,4,0,0,21,14,0,4,15,14,,,0
ESP-La Liga,2425,Las Palmas,Valentín Pezzolesi,ESP,DF,17,2007,0.1,0,0,0,0,0,0,0,0,0,,,0
ESP-La Liga,2425,Las Palmas,Viti,ESP,DF,26,1997,22.0,5,0,0,28,31,0,46,25,47,,,0
ESP-La Liga,2425,Las Palmas,Álex Muñoz,ESP,DF,30,1994,15.7,3,0,0,30,14,2,27,16,28,,,0
ESP-La Liga,2425,Las Palmas,Álex Suárez,ESP,DF,31,1993,27.3,12,0,0,27,21,1,1,15,25,,,2
ESP-La Liga,2425,Leganés,Adrià Altimira,ESP,"DF,MF",23,2001,18.1,6,0,0,27,28,3,27,16,24,,,0
ESP-La Liga,2425,Leganés,Aritz Arambarri,ESP,DF,26,1998,2.0,0,0,0,0,0,0,0,3,1,,,0
ESP-La Liga,2425,Leganés,Borna Barišić,CRO,DF,31,1992,0.1,0,0,0,0,0,0,0,0,0,,,0
ESP-La Liga,2425,Leganés,Dani Raba,ESP,"MF,FW",28,1995,20.9,6,0,0,40,56,9,87,13,23,,,0
ESP-La Liga,2425,Leganés,Darko Brašanac,SRB,MF,32,1992,18.0,4,0,0,38,13,4,11,17,14,,,0
ESP-La Liga,2425,Leganés,Diego,ESP,"FW,MF",24,2000,13.3,2,0,0,22,23,7,5,3,1,,,0
ESP-La Liga,2425,Leganés,Duk,CPV,MF,24,2000,2.0,1,0,0,5,13,0,8,1,4,,,0
ESP-La Liga,2425,Leganés,Enric Franquesa,ESP,"MF,DF",27,1997,6.8,1,0,0,8,6,0,16,4,9,,,0
ESP-La Liga,2425,Leganés,Javi Hernández,ESP,DF,26,1998,26.5,6,0,0,49,16,5,52,22,15,,,0
ESP-La Liga,2425,Leganés,Jorge Sáenz,ESP,DF,27,1996,18.8,4,1,0,30,15,1,0,23,23,,,1
ESP-La Liga,2425,Leganés,Juan Cruz,ESP,"MF,DF",24,2000,25.1,2,0,0,14,23,7,91,13,16,,,0
ESP-La Liga,2425,Leganés,Juan Soriano,ESP,GK,26,1997,6.0,1,1,0,0,3,0,0,0,1,,,1
ESP-La Liga,2425,Leganés,Julián Chicco,ARG,"MF,DF",26,1998,3.4,0,0,0,1,3,0,3,4,7,,,0
ESP-La Liga,2425,Leganés,Marko Dmitrović,SRB,GK,32,1992,32.0,0,0,0,1,6,0,0,0,1,,,0
ESP-La Liga,2425,Leganés,Matija Nastasić,SRB,DF,31,1993,23.4,3,0,0,15,8,2,0,21,12,,,0
ESP-La Liga,2425,Leganés,Miguel,ESP,FW,24,1999,19.2,3,0,0,23,30,12,10,3,7,,,0
ESP-La Liga,2425,Leganés,Munir El Haddadi,MAR,"MF,FW",28,1995,9.6,1,1,0,14,39,7,13,1,9,,,0
ESP-La Liga,2425,Leganés,Renato Tapia,PER,"MF,DF",29,1995,26.9,8,0,0,38,34,0,12,30,36,,,0
ESP-La Liga,2425,Leganés,Roberto López,ESP,MF,24,2000,4.4,0,0,0,1,3,0,23,1,5,,,0
ESP-La Liga,2425,Leganés,Sergi,ESP,DF,32,1992,32.9,2,1,0,30,12,7,1,38,29,,,1
ESP-La Liga,2425,Leganés,Seydouba Cissé,GUI,MF,23,2001,27.1,3,1,0,39,25,2,10,14,36,,,0
ESP-La Liga,2425,Leganés,Sébastien Haller,CIV,FW,30,1994,4.5,0,0,0,4,5,7,0,0,0,,,0
ESP-La Liga,2425,Leganés,Valentin Rosier,FRA,DF,27,1996,28.8,8,0,0,44,18,8,39,50,54,,,0
ESP-La Liga,2425,Leganés,Yan Diomandé,CIV,MF,17,2006,6.1,1,0,0,8,16,2,12,8,9,,,0
ESP-La Liga,2425,Leganés,Yvan Neyou,CMR,MF,27,1997,25.7,14,0,0,33,50,0,15,27,34,,,0
ESP-La Liga,2425,Leganés,Óscar Rodríguez Arnaiz,ESP,MF,26,1998,14.8,6,1,0,19,25,1,55,21,17,,,0
ESP-La Liga,2425,Mallorca,Abdón Prats,ESP,"FW,MF",31,1992,5.1,4,0,0,6,19,2,0,2,1,,,0
ESP-La Liga,2425,Mallorca,Antonio Raillo,ESP,DF,32,1991,35.6,7,1,0,50,9,2,2,27,15,,,0
ESP-La Liga,2425,Mallorca,Antonio Sánchez,ESP,"MF,DF",27,1997,15.5,3,0,0,23,11,4,33,18,17,,,0
ESP-La Liga,2425,Mallorca,Chiquinho,POR,MF,24,2000,1.6,2,0,0,6,7,0,9,1,0,,,0
ESP-La Liga,2425,Mallorca,Copete,ESP,DF,24,1999,17.0,6,0,0,27,13,0,7,18,18,,,0
ESP-La Liga,2425,Mallorca,Cyle Larin,CAN,FW,29,1995,19.6,4,0,0,32,32,24,6,2,5,,,0
ESP-La Liga,2425,Mallorca,Dani Rodríguez,ESP,"MF,FW",36,1988,24.0,5,0,0,51,40,8,116,12,28,,,0
ESP-La Liga,2425,Mallorca,Daniel Luna,COL,MF,21,2003,0.2,0,0,0,0,1,0,3,0,0,,,0
ESP-La Liga,2425,Mallorca,David López,ESP,DF,21,2003,1.9,0,0,0,0,0,0,0,2,2,,,0
ESP-La Liga,2425,Mallorca,Dominik Greif,SVK,GK,27,1997,31.0,1,0,0,0,3,0,0,0,0,,,0
ESP-La Liga,2425,Mallorca,Jan Salas,ESP,MF,18,2005,0.5,0,0,0,0,3,0,1,0,1,,,0
ESP-La Liga,2425,Mallorca,Javier Llabrés,ESP,MF,21,2002,0.6,0,0,0,0,1,1,4,0,0,,,0
ESP-La Liga,2425,Mallorca,Johan Mojica,COL,DF,31,1992,30.6,5,0,0,18,24,0,143,28,23,,,0
ESP-La Liga,2425,Mallorca,Leo Román,ESP,GK,24,2000,7.0,0,0,0,0,1,0,0,0,0,,,0
ESP-La Liga,2425,Mallorca,Manu Morlanes,ESP,MF,25,1999,14.9,7,0,0,15,13,0,8,23,30,,,0
ESP-La Liga,2425,Mallorca,Marc Domenech,ESP,"FW,MF",18,2006,3.4,0,0,0,5,1,0,4,0,4,,,0
ESP-La Liga,2425,Mallorca,Martin Valjent,SVK,DF,28,1995,30.7,4,0,0,15,13,0,11,18,21,,,0
ESP-La Liga,2425,Mallorca,Mateu Morey,ESP,DF,24,2000,8.2,1,0,0,17,10,1,16,17,18,,,0
ESP-La Liga,2425,Mallorca,Omar Mascarell,EQG,MF,31,1993,22.1,5,1,0,30,13,0,5,51,12,,,0
ESP-La Liga,2425,Mallorca,Pablo Maffeo,ESP,DF,27,1997,26.3,7,0,0,23,37,1,96,27,41,,,0
ESP-La Liga,2425,Mallorca,Roberto Navarro,ESP,MF,22,2002,14.2,3,0,0,14,21,2,30,19,22,,,0
ESP-La Liga,2425,Mallorca,Samu Costa,POR,MF,23,2000,29.4,10,1,1,62,63,2,21,32,42,,,0
ESP-La Liga,2425,Mallorca,Sergi Darder,ESP,MF,30,1993,30.5,4,0,0,21,37,3,159,15,26,,,0
ESP-La Liga,2425,Mallorca,Siebe Van Der Heyden,BEL,DF,26,1998,1.1,0,0,0,2,0,0,2,2,1,,,0
ESP-La Liga,2425,Mallorca,Takuma Asano,JPN,"MF,FW",29,1994,11.7,0,0,0,5,15,6,20,8,9,,,0
ESP-La Liga,2425,Mallorca,Toni Lato,ESP,DF,26,1997,6.9,1,1,0,12,3,2,24,5,12,,,0
ESP-La Liga,2425,Mallorca,Valery Fernández,ESP,MF,24,1999,3.4,1,0,0,3,1,1,4,0,7,,,0
ESP-La Liga,2425,Mallorca,Vedat Muriqi,KVX,FW,30,1994,22.9,1,2,0,29,41,19,10,7,4,,,1
ESP-La Liga,2425,Osasuna,Abel Bretones,ESP,"DF,MF",23,2000,23.0,3,0,0,25,32,3,84,19,37,,,0
ESP-La Liga,2425,Osasuna,Aimar Oroz,ESP,MF,22,2001,33.0,8,0,0,28,64,5,32,22,20,,,0
ESP-La Liga,2425,Osasuna,Aitor Fernández,ESP,GK,33,1991,1.0,0,0,0,0,0,0,0,0,0,,,0
ESP-La Liga,2425,Osasuna,Ante Budimir,CRO,FW,33,1991,32.8,4,0,0,47,35,15,6,1,9,,,0
ESP-La Liga,2425,Osasuna,Bryan Zaragoza,ESP,"MF,FW",22,2001,20.4,4,0,0,19,39,9,103,5,11,,,0
ESP-La Liga,2425,Osasuna,Catena,ESP,DF,29,1994,34.2,11,0,0,36,14,1,2,31,28,,,0
ESP-La Liga,2425,Osasuna,Enzo Boyomo,CMR,DF,22,2001,33.2,5,0,0,43,8,0,2,41,44,,,0
ESP-La Liga,2425,Osasuna,Iker Benito,ESP,"FW,MF",21,2002,0.4,0,0,0,1,1,0,2,1,0,,,0
ESP-La Liga,2425,Osasuna,Iker Muñoz,ESP,MF,21,2002,6.8,2,0,0,12,14,0,7,5,2,,,0
ESP-La Liga,2425,Osasuna,Javi Martínez,ESP,MF,24,1999,0.1,0,0,0,0,0,0,0,0,0,,,0
ESP-La Liga,2425,Osasuna,Jesús Areso,ESP,DF,25,1999,34.2,9,0,0,31,20,8,170,8,41,,,0
ESP-La Liga,2425,Osasuna,Jon Moncayola,ESP,MF,26,1998,23.3,8,0,0,34,9,0,109,11,39,,,0
ESP-La Liga,2425,Osasuna,Jorge Herrando,ESP,DF,23,2001,15.2,3,0,0,25,2,0,1,12,10,,,0
ESP-La Liga,2425,Osasuna,José Arnaiz,ESP,MF,29,1995,1.5,0,0,0,0,5,4,17,4,5,,,0
ESP-La Liga,2425,Osasuna,Juan Cruz Armada,ESP,DF,32,1992,16.6,4,0,0,16,2,2,10,9,15,,,0
ESP-La Liga,2425,Osasuna,Kike Barja,ESP,"FW,MF",27,1997,3.5,3,0,0,9,4,1,37,3,4,,,0
ESP-La Liga,2425,Osasuna,Lucas Torró,ESP,MF,30,1994,32.9,10,0,0,75,37,1,1,45,43,,,0
ESP-La Liga,2425,Osasuna,Moi Gómez,ESP,"MF,FW",30,1994,8.8,1,0,0,14,6,1,26,7,9,,,1
ESP-La Liga,2425,Osasuna,Nacho Vidal,ESP,DF,29,1995,1.4,0,0,0,2,1,0,2,0,0,,,0
ESP-La Liga,2425,Osasuna,Pablo Ibáñez,ESP,MF,25,1998,14.4,4,0,0,28,29,0,13,18,11,,,0
ESP-La Liga,2425,Osasuna,Raúl,ESP,FW,23,2000,8.3,1,0,0,11,12,6,6,1,7,,,0
ESP-La Liga,2425,Osasuna,Rubén García,ESP,"FW,MF",31,1993,26.8,2,0,0,36,31,10,135,17,31,,,0
ESP-La Liga,2425,Osasuna,Rubén Peña,ESP,"FW,DF",33,1991,8.6,1,0,0,12,7,0,52,7,5,,,0
ESP-La Liga,2425,Osasuna,Sergio Herrera,ESP,GK,31,1993,37.0,5,0,0,1,4,0,0,0,2,,,0
ESP-La Liga,2425,Osasuna,Unai García,ESP,DF,32,1992,0.7,0,0,0,3,3,0,0,0,0,,,0
ESP-La Liga,2425,Rayo Vallecano,Abdul Mumin,GHA,DF,26,1998,22.4,6,1,0,22,12,0,6,22,25,,,0
ESP-La Liga,2425,Rayo Vallecano,Adri Embarba,ESP,"MF,FW",32,1992,17.9,4,0,0,25,21,14,114,14,21,,,0
ESP-La Liga,2425,Rayo Vallecano,Alfonso Espino,URU,DF,32,1992,9.3,4,0,0,18,15,0,25,12,24,,,0
ESP-La Liga,2425,Rayo Vallecano,Andrei Ratiu,ROU,"DF,MF",26,1998,34.1,5,0,0,25,21,5,79,26,46,,,0
ESP-La Liga,2425,Rayo Vallecano,Aridane Hernández,ESP,DF,35,1989,11.4,1,0,0,5,10,0,0,6,11,,,1
ESP-La Liga,2425,Rayo Vallecano,Augusto Batalla,ARG,GK,28,1996,32.0,6,0,0,1,6,0,0,0,3,,,0
ESP-La Liga,2425,Rayo Vallecano,Dani Cárdenas,ESP,GK,27,1997,6.0,0,0,0,0,1,0,0,0,0,,,0
ESP-La Liga,2425,Rayo Vallecano,Etienne Eto'o,CMR,FW,21,2002,0.4,0,0,0,0,0,1,0,0,0,,,0
ESP-La Liga,2425,Rayo Vallecano,Florian Lejeune,FRA,DF,33,1991,36.9,8,0,0,50,19,0,8,42,28,,,0
ESP-La Liga,2425,Rayo Vallecano,Gerard Gumbau,ESP,MF,29,1994,9.4,4,0,0,21,11,1,38,5,12,,,0
ESP-La Liga,2425,Rayo Vallecano,Isaac Palazón Camacho,ESP,"MF,FW",29,1994,24.0,5,0,0,39,53,3,109,8,18,,,0
ESP-La Liga,2425,Rayo Vallecano,Iván Balliu,ALB,DF,32,1992,13.3,3,0,0,19,15,1,20,12,15,,,0
ESP-La Liga,2425,Rayo Vallecano,James Rodríguez,COL,MF,33,1991,1.6,1,0,0,2,1,3,13,1,3,,,0
ESP-La Liga,2425,Rayo Vallecano,Jorge de Frutos,ESP,"MF,FW",27,1997,27.7,3,1,0,41,33,9,68,18,20,,,0
ESP-La Liga,2425,Rayo Vallecano,Pathé Ciss,SEN,"MF,DF",30,1994,23.8,12,0,0,45,25,0,5,36,25,,,0
ESP-La Liga,2425,Rayo Vallecano,Pedro Díaz,ESP,MF,26,1998,13.5,2,0,0,7,6,0,41,7,15,,,0
ESP-La Liga,2425,Rayo Vallecano,Pelayo Fernandez,ESP,DF,21,2003,1.1,1,0,0,2,0,0,0,2,0,,,0
ESP-La Liga,2425,Rayo Vallecano,Pep Chavarría,ESP,DF,26,1998,28.7,3,0,0,30,25,3,80,30,36,,,0
ESP-La Liga,2425,Rayo Vallecano,Randy Nteka,ANG,FW,26,1997,12.5,6,0,0,39,15,16,4,4,5,,,0
ESP-La Liga,2425,Rayo Vallecano,Raúl de Tomás,ESP,FW,29,1994,0.2,0,0,0,1,2,0,0,0,2,,,0
ESP-La Liga,2425,Rayo Vallecano,Sergi Guardiola,ESP,FW,33,1991,4.0,1,0,0,9,7,2,4,1,4,,,0
ESP-La Liga,2425,Rayo Vallecano,Sergio Camello,ESP,FW,23,2001,12.6,2,0,0,11,10,2,6,4,4,,,0
ESP-La Liga,2425,Rayo Vallecano,Unai López,ESP,MF,28,1995,19.0,9,1,0,18,21,1,33,21,21,,,0
ESP-La Liga,2425,Rayo Vallecano,Álvaro García,ESP,"MF,FW",31,1992,28.4,4,0,0,18,19,16,108,35,23,,,0
ESP-La Liga,2425,Rayo Vallecano,Óscar Trejo,ARG,MF,36,1988,5.5,1,0,0,17,12,1,7,4,5,,,0
ESP-La Liga,2425,Rayo Vallecano,Óscar Valentín,ESP,MF,29,1994,20.4,5,0,0,57,31,0,3,22,39,,,0
ESP-La Liga,2425,Real Betis,Abde Ezzalzouli,MAR,MF,22,2001,22.0,2,0,0,23,38,4,49,9,23,,,0
ESP-La Liga,2425,Real Betis,Adrián,ESP,GK,37,1987,19.0,3,0,0,0,4,0,0,0,0,,,0
ESP-La Liga,2425,Real Betis,Aitor Ruibal,ESP,"DF,FW",28,1996,14.6,5,0,0,10,18,2,32,14,24,,,0
ESP-La Liga,2425,Real Betis,Antony,BRA,MF,24,2000,15.1,2,1,0,15,27,1,41,9,10,,,0
ESP-La Liga,2425,Real Betis,Assane Diao,SEN,FW,18,2005,3.1,0,0,0,4,4,2,4,0,3,,,0
ESP-La Liga,2425,Real Betis,Carlos Guirao,ESP,MF,21,2003,1.2,0,0,0,4,0,0,0,3,4,,,0
ESP-La Liga,2425,Real Betis,Cucho,COL,FW,25,1999,12.7,0,0,0,10,9,5,12,7,10,,,0
ESP-La Liga,2425,Real Betis,Cédric Bakambu,COD,FW,33,1991,7.9,4,0,0,23,7,12,3,0,3,,,0
ESP-La Liga,2425,Real Betis,Diego Llorente,ESP,DF,30,1993,28.0,4,0,0,20,23,0,1,44,20,,,1
ESP-La Liga,2425,Real Betis,Ezequiel Ávila,ARG,"MF,FW",30,1994,7.5,5,1,0,13,18,5,29,3,5,,,0
ESP-La Liga,2425,Real Betis,Fran Vieites,ESP,GK,25,1999,4.0,0,0,0,0,2,0,0,0,0,,,0
ESP-La Liga,2425,Real Betis,Giovani Lo Celso,ARG,MF,28,1996,16.2,4,0,0,13,63,0,93,5,21,,,0
ESP-La Liga,2425,Real Betis,Héctor Bellerín,ESP,DF,29,1995,6.4,1,0,0,6,0,0,10,6,7,,,0
ESP-La Liga,2425,Real Betis,Iker Losada,ESP,MF,22,2001,3.7,0,0,0,1,2,0,4,3,7,,,0
ESP-La Liga,2425,Real Betis,Isco,ESP,MF,32,1992,17.2,5,0,0,23,44,4,94,11,15,,,0
ESP-La Liga,2425,Real Betis,Jesus Rodríguez,ESP,MF,18,2005,12.3,0,0,0,17,38,2,19,8,13,,,0
ESP-La Liga,2425,Real Betis,Johnny Cardoso,USA,MF,22,2001,23.8,4,0,0,38,27,0,3,50,31,,,0
ESP-La Liga,2425,Real Betis,Juanmi,ESP,MF,31,1993,2.7,2,0,0,6,7,1,2,1,4,,,0
ESP-La Liga,2425,Real Betis,Marc Bartra,ESP,DF,33,1991,23.3,2,0,0,15,14,2,1,35,19,,,0
ESP-La Liga,2425,Real Betis,Marc Roca,ESP,MF,27,1996,10.1,4,0,0,16,5,0,10,14,14,,,0
ESP-La Liga,2425,Real Betis,Mateo Flores,ESP,MF,20,2004,1.7,1,0,0,4,1,0,1,2,2,,,0
ESP-La Liga,2425,Real Betis,Nabil Fekir,FRA,MF,31,1993,2.0,0,0,0,3,7,0,9,0,2,,,0
ESP-La Liga,2425,Real Betis,Natan,BRA,DF,23,2001,24.2,5,1,0,19,13,0,2,28,25,,,0
ESP-La Liga,2425,Real Betis,Nobel Mendy,SEN,DF,19,2004,1.2,1,0,0,1,1,0,0,4,0,,,0
ESP-La Liga,2425,Real Betis,Pablo Fornals,ESP,MF,28,1996,20.3,2,0,0,12,14,3,56,25,13,,,0
